,Y_Cost_Per_Ton,X1_Scrap_Price,X2_Electricity_Price,X3_Natural_Gas_Price,X4_Diesel_Price,X5_Rail_Price,X6_Disaster_Cost_Sum,X7_Hourly_Wage,X8_US_Scrap_Exports,X9_US_Dollar_Index,X10_Graphite_Price,X11_Economic_Policy_Uncertainty,X12_Inventory_Turnover,X13_PPI_All_Commodities,QuarterEnd
0,1047.7888120509324,221.95330205664442,7.6788070296100415,1.9703012049581043,2.576084151523648,234.61885971265912,1181.8,34.54116855822878,2689183302.0,125.81061587323066,236.62019840053165,455.2584910924997,1.3917288251270885,270.02224306180034,1968-03-31
1,835.2217309158386,259.23477912561816,6.992012795181053,4.2008131760611835,4.15742014246415,201.0532632193684,47855.8,30.748010735464423,4233424916.0,116.30792850540487,306.4386378879661,227.4843994766659,1.4814204238798183,271.03519315250276,1968-06-30
2,1235.2531538117876,345.9459267066877,7.619395743260081,1.9128743953044045,4.1554888128778575,240.38890436473278,22302.7,35.35406287604408,2577613550.5,123.07526824847785,230.09890437206354,185.50834972853238,1.185408055068251,212.7578286184922,1968-09-30
3,1605.8571800216482,340.7270098097817,8.688635576793619,4.098244598789316,5.254146662013378,237.8014999437733,18326.0,32.3654939995825,3496454287.9,125.28758937744504,308.7552180862367,118.36932656249122,1.2826443665274652,205.64887452550795,1968-12-31
4,695.2832686379049,191.4344601628501,6.54379464494089,1.989338216408532,3.595793069791124,189.56552333578912,11302.8,27.051894372950382,2794524985.6,110.18593254252988,247.9942020841379,118.2467722326784,1.4988623789757591,188.94384865681988,1969-03-31
5,802.0001264500613,305.86400138392486,6.416185438829226,2.0553078242921163,4.296364112938445,212.272096190888,909.5,31.672066981915705,2867100167.2,115.39466009095304,264.64010480883763,194.80981122191986,1.3882045538496839,271.5685247005671,1969-06-30
6,964.5401137278659,224.72020132889955,7.469437884522033,1.9069041923199166,2.4586271420831713,239.5926199025609,50317.8,33.29592367508393,2486096842.1,117.9413953092104,241.43339377754538,340.199560555232,1.1362898781011386,188.4333333333333,1969-09-30
7,699.4556582318139,207.25430120370336,6.648685752630362,1.9067286386810132,3.16175929975698,213.43830443384303,9281.9,30.15811944851539,2449693750.4,120.40796559760253,234.13332582176568,323.41495749848997,1.2043152009679339,189.3622388235079,1969-12-31
8,745.1841682117168,265.5985600332863,6.5133863272723,1.9173960363114746,3.048673091894586,191.72071196036666,1082.1,28.13385046142239,2477293427.6,114.26675875005631,232.78756025443693,132.69649752925025,1.2732040283040555,188.4333333333333,1970-03-31
9,1069.4816360880934,352.0995277547097,8.3646635133988,4.7288475598041355,5.325666793181201,240.13320635832173,12999.7,36.08049930356836,4603069486.5,120.52429729579259,232.50275589468487,184.2074892816716,1.3076926195265755,272.93713924709164,1970-06-30
10,743.0599040549062,270.1075277754074,6.561058224987694,2.322306499427604,4.199041183650265,233.6959605121206,37752.5,33.008799478020215,3091535417.0,117.51702101861501,228.61752230869047,159.22173518150925,1.3796564554158475,196.64009904907425,1970-09-30
11,957.7468462557033,334.32797730562197,7.936480388752036,2.2025170800141596,4.040317391808923,240.623154621538,28078.3,35.60844258010473,3474550225.0,127.02681211365262,223.38307071792775,120.21450685207996,1.1684977638536929,272.6025175121688,1970-12-31
12,712.797860271281,280.9428052833906,6.7239611734063205,1.9713472427390148,4.633583695903515,194.01431534497564,32069.2,29.175764272285047,3029545036.8,121.18952169221426,230.33891702472673,118.20031604197465,1.270718276025488,234.2511470759939,1971-03-31
13,793.8402119308392,289.2230231184151,6.6557148946066915,1.9080132550095565,3.4461000687192893,226.88064568680232,37587.6,34.27933072405602,2688059156.5,118.95983835817546,226.76884462943542,118.8110583153605,1.1599290024056714,229.12838925348933,1971-06-30
14,1284.8033678127413,302.3540183154773,7.951806600635102,2.058701702828585,3.4902269033941753,240.63282576341263,118.3,36.38315290386124,3850304459.1,124.5063662245651,291.5248365462245,131.54018634236178,1.2814019589425942,248.1503402477017,1971-09-30
15,734.7199221619896,305.17523423893374,8.102418236258679,7.147794400393476,5.1711748035226055,205.01952448978943,5505.7,33.75446167104901,4803588049.5,116.79310493444072,201.5427097543341,123.43626074141847,1.3265212631491488,272.92862695745885,1971-12-31
16,726.3675985943153,263.4989267185494,7.391287990774856,1.9097810128417074,3.4555001284275964,211.5873749554535,31042.5,31.50935488385849,2732032284.4,118.3767614839528,189.08106859423563,151.56011480793296,1.1592466469577227,242.37309284109355,1972-03-31
17,988.5201971805543,250.33822579056633,7.959218317133111,2.547540937676123,2.8297798706050155,190.1008112897428,119167.9,27.225304044968386,3025988512.7,110.88473376426556,210.6169128347598,120.9719918583312,1.1787547093866457,188.4333333333333,1972-06-30
18,834.9411229125556,295.31712248963254,8.643006539432136,2.419623411688933,4.242705139114664,239.92389579921888,925.8,35.40348865594481,3362260405.3,121.35962551824596,244.91009892630598,186.29827307218872,1.2647406790836873,272.6881900287399,1972-09-30
19,1261.977328421298,254.46914285230937,6.94676834868254,2.0233741448308926,2.9875127254115657,197.19257623440143,29094.6,27.482221073598144,2496302169.0,121.67348661316213,306.1792635088228,425.29019806255695,1.185270266288456,232.59586482850005,1972-12-31
20,1661.890593017318,331.5202964966062,8.799699315339996,4.013079295834965,4.079396467630277,240.6299799168455,4.5,36.269832127714714,4445597987.2,122.13915421215482,210.1344886632881,130.0024465466179,1.7152888608189394,191.32620473602202,1973-03-31
21,1352.8814469636866,361.5846485595966,8.666503665815366,3.280547148692211,4.9409235231150666,240.63335602944056,12794.8,36.03381106054644,4450423541.6,121.78077403964392,287.0281650183143,184.00275523941184,1.1481123517846312,257.94554809598725,1973-06-30
22,913.2205557117749,214.3582577209321,7.952700890807135,1.9080921887849225,2.588246956336223,194.24800349086632,113887.8,28.588090476134933,2513871047.0,116.15367484407909,264.6897973029705,118.69314512225355,1.089648175820489,248.8554723071785,1973-09-30
23,767.5985076376652,308.1364334654914,6.896778726392572,2.300233432649417,4.92013372683401,226.08525064951672,17301.6,28.339095035921222,2866324093.4,114.01789175135815,314.88304767969765,189.84762422952423,1.234501101950747,215.62985226018665,1973-12-31
24,763.0572258167576,255.89528217224284,8.789358827699179,4.479561021305652,4.397872023440684,210.57980598093985,11689.7,30.840720488976544,3736615169.0,114.13114159787813,278.1682099732731,120.95233723989084,1.271656081857485,237.73200096965323,1974-03-31
25,897.5687231594632,205.1089866992614,7.949304857170877,1.9597130287342837,2.6163347031778263,235.27085951580906,31901.1,35.12352755063799,3320893417.0,124.67127779331912,225.71009363853298,188.18824793561703,1.173922441707562,188.4333333333333,1974-06-30
26,752.9538178696035,222.28964286646146,7.8498930529620585,2.2772976260263564,3.287687531438195,204.79962622574251,88086.2,28.265094584455326,3076313394.7,119.61562486674318,235.39054457470402,118.85916930959978,1.2676282266746584,223.0592826814863,1974-09-30
27,741.0233022995562,310.1867841061878,7.05246006203739,4.57553830911502,5.116253081440103,224.0332697216115,4549.6,32.57979084537639,3638565703.6,117.55322177020686,193.8431073182441,208.91661766313283,1.669871654743337,266.3785833530718,1974-12-31
28,906.4951530757528,242.83222696521727,7.787564213425997,2.4095265879937218,3.290332071218852,200.8714811982028,18802.1,31.26625725165282,3710444148.1,115.2547807341921,239.64643538552497,409.961522246625,1.3076032955890393,228.90276607735396,1975-03-31
29,706.2857237743353,243.94553463558978,6.850910901712854,1.925306288326285,3.9328812018076493,194.71216216642745,5280.3,29.529503825957875,2497859706.3,111.91943394565956,226.931000046127,139.23511501970012,1.227926505053544,196.5274318321918,1975-06-30
30,811.72908156648,301.15041056571465,7.751890352018611,2.067486974783778,3.7424422196664144,195.3472482250551,54907.2,28.425504366260462,2723564557.3,117.1107945475389,190.20853261112683,154.49433245311445,1.1984088579399061,249.0613858188895,1975-09-30
31,757.2368154180426,269.6758509626737,7.360647634299884,3.180789638773122,4.492653639084994,199.45375292941586,51813.2,29.64071808219213,3170947230.5,117.27730306576582,224.13984592795558,118.6414763629136,1.3683554571818854,272.9356835245503,1975-12-31
32,1729.685158328838,280.3887496873605,8.934380790132582,2.0087985571528253,2.58361002838297,240.60147904362267,49635.6,35.795519537157844,3487136438.9,118.93150667600112,227.3967703091062,122.26783068158421,1.218723013827505,188.4333333333333,1976-03-31
33,925.5360015467207,223.73954759789325,7.441103133703834,4.571828857064686,4.034754124649912,209.004114643268,50.6,33.250127219124934,4421556371.4,112.4803359588926,262.5073071390523,125.03108300459667,1.601030291374626,188.4333333333333,1976-06-30
34,728.635947554615,221.8837941796534,8.191121619634949,1.9097462885275227,3.180179381936771,193.77619790595935,29620.4,30.785581983430504,2766955937.4,116.75950654586384,264.1629763484196,118.96011707746759,1.089648175820489,188.4333333333333,1976-09-30
35,867.2166362140647,328.1273629634459,7.091749306066649,2.8847403416077837,5.046358751164141,206.0362254837027,15060.2,31.881243954043317,3805665142.6,123.2998707240745,201.67994581195038,131.0073413511533,1.402510311379063,272.89041523832884,1976-12-31
36,745.8450815374911,264.57173287720866,6.554121900283033,2.090927559665475,3.926062254335633,193.6267733586518,33758.5,29.280943621480255,2662604613.0,113.75957394953707,216.15822441292534,159.24342580068964,1.239358837005423,195.86428211965327,1977-03-31
37,1109.0933628064606,245.81397443445826,7.553859382582219,3.9459551628473775,2.7502999653087827,213.41038404374962,49076.5,29.51229233681097,3351746502.5,113.18025165757251,209.03104279547964,190.3411218663395,1.5261741978150714,188.4333333333333,1977-06-30
